brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,horsepower,engine_capacity,cylinders
Mercedes-Benz,Sprinter 2500,2011,120000,Diesel,5-Speed A/T,Black,Gray,0,1,31999,188.0,3.0,6.0
Toyota,Sequoia Platinum,2023,325,Hybrid,10-Speed A/T,Blue,Gray,0,1,84997,437.0,3.4,6.0
Maserati,Quattroporte S GranLusso,2017,55000,Gasoline,A/T,Blue,Black,0,1,39100,405.0,3.0,6.0
Lamborghini,Aventador SVJ Base,2021,6987,Gasoline,7-Speed,Unknown,Nero Ade,0,1,749950,571.0,6.5,12.0
Ford,Mustang Bullitt,2019,48500,Gasoline,6-Speed M/T,Black,Black,1,1,44999,480.0,5.0,8.0
RAM,2500 Tradesman,2018,52000,Diesel,6-Speed A/T,Gray,Black,0,1,50000,350.0,6.7,6.0
Toyota,FJ Cruiser Base,2007,179000,Gasoline,A/T,Silver,Black,1,1,17900,239.0,4.0,6.0
Dodge,Charger Scat Pack,2019,42626,Gasoline,8-Speed A/T,Silver,Red,0,1,42000,485.0,6.4,8.0
Lexus,GX 460 Base,2018,65900,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,1,1,34700,301.0,4.6,8.0
Genesis,GV80 2.5T,2022,7523,Gasoline,8-Speed Automatic,Black,Black,0,0,54543,365.0,2.5,4.0
Jaguar,F-PACE 30t R-Sport,2019,34365,Gasoline,Automatic,Yulong,Ebony,0,0,59598,340.0,2.0,8.0
Kia,Sportage S,2021,16949,Gasoline,6-Speed Automatic,Hyper Red,Black,0,1,24995,199.0,2.4,4.0
Mercedes-Benz,S-Class S 580 4MATIC,2022,7968,Hybrid,9-Speed A/T,White,White,0,1,104999,496.0,4.0,8.0
Porsche,Panamera Base,2018,61000,Gasoline,Transmission w/Dual Shift Mode,Gray,Gray,0,1,57500,330.0,3.0,6.0
INFINITI,QX80 Base,2018,100564,Gasoline,7-Speed Automatic,Black,Graphite,0,0,23105,328.0,5.6,8.0
Ford,Maverick Lariat,2022,13700,Hybrid,CVT Transmission,Blue,Brown,0,1,39500,191.0,2.5,4.0
Kia,Telluride SX,2021,38612,Gasoline,8-Speed Automatic,Ebony Black,Black,0,0,42242,199.0,3.8,6.0
Chevrolet,Colorado Z85,2005,155000,Gasoline,A/T,Blue,Gray,1,1,7995,220.0,3.5,5.0
Mercedes-Benz,E-Class E 550,2017,56000,Gasoline,Transmission w/Dual Shift Mode,Gray,White,0,1,35750,402.0,4.7,8.0
Land,Rover Range Rover Sport SVR,2022,15107,Gasoline,8-Speed Automatic,Santorini Black Metallic,Ebony,0,0,114900,380.0,5.0,8.0
Toyota,Corolla Hybrid LE,2022,44459,Hybrid,A/T,Silver,Gray,0,1,22945,121.0,1.8,4.0
Mercedes-Benz,E-Class E 300 4MATIC,2017,31000,Gasoline,A/T,Blue,White,1,1,38000,241.0,2.0,4.0
Mercedes-Benz,SLK-Class SLK 350,2012,44000,Gasoline,Transmission w/Dual Shift Mode,Gray,White,1,1,22222,302.0,3.5,6.0
Mercedes-Benz,E-Class E 400 4MATIC,2018,22558,Gasoline,9-Speed Automatic,Black,Black,0,1,47645,362.0,3.0,6.0
Jeep,Wrangler X,2003,116157,Gasoline,4-Speed A/T,Beige,Beige,0,1,14250,210.0,4.0,6.0
Lincoln,Navigator Premiere,2018,23500,Gasoline,10-Speed A/T,Black,Black,1,1,50000,450.0,3.5,6.0
Chevrolet,Corvette Base,2008,28150,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,0,1,31000,430.0,6.2,8.0
GMC,Yukon XL Denali,2016,137500,Gasoline,A/T,Black,Black,1,1,29500,420.0,6.2,8.0
Mercedes-Benz,Metris Base,2021,2284,Gasoline,9-Speed Automatic,Black,Tan,0,1,157500,362.0,2.0,4.0
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,350,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,0,1,195000,523.0,4.4,8.0
Ford,Explorer XLT,2017,169000,E85 Flex Fuel,A/T,White,Beige,0,1,13000,290.0,3.5,6.0
Ferrari,488 GTB Base,2018,17761,Gasoline,7-Speed Automatic with Auto-Shift,Rosso Corsa,Nero,0,0,243900,611.0,3.9,8.0
Chevrolet,Camaro 2SS,2010,8949,Gasoline,M/T,Yellow,Black,0,1,30000,426.0,6.2,8.0
BMW,750 i xDrive,2020,25108,Gasoline,8-Speed A/T,Black,Black,0,0,66000,523.0,4.4,8.0
Land,Rover Range Rover 3.0L Supercharged HSE,2016,103000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,33999,380.0,3.0,6.0
Porsche,911 Carrera 4 Cabriolet,2003,87600,Gasoline,Transmission w/Dual Shift Mode,Black,Black,1,1,32000,315.0,3.6,6.0
Maserati,MC20 Base,2022,1087,Gasoline,8-Speed Automatic with Auto-Shift,Matte White,Black,0,1,279000,405.0,3.0,6.0
Mercedes-Benz,CLA-Class CLA 250,2015,76753,Gasoline,A/T,Red,Black,1,1,15999,208.0,2.0,4.0
Mercedes-Benz,Metris Base,2019,10500,Gasoline,A/T,Black,Brown,0,1,79500,208.0,2.0,4.0
Mercedes-Benz,E-Class E 350 4MATIC,2011,199000,Gasoline,7-Speed A/T,Silver,Black,0,1,9250,268.0,3.5,6.0
Lexus,LS 460 L,2007,127980,Gasoline,8-Speed A/T,Blue,Beige,0,1,9999,380.0,4.6,8.0
BMW,X6 xDrive40i,2023,16307,Hybrid,A/T,Red,White,0,1,71400,335.0,3.0,6.0
Audi,S5 3.0T Prestige,2021,13566,Gasoline,1-Speed Automatic,Daytona Gray Pearl Effect,Magma Red,0,0,57900,333.0,3.0,6.0
Audi,Q7 Premium Plus,2022,22588,Hybrid,Automatic,Navarra Blue,Saiga Beige,0,0,52598,333.0,3.0,6.0
Jaguar,XE 25t,2019,41452,Gasoline,Transmission w/Dual Shift Mode,White,Black,1,1,22500,247.0,2.0,4.0
Genesis,G80 3.3T Sport,2019,57500,Gasoline,A/T,Red,Black,0,1,32990,365.0,3.3,6.0
BMW,M2 Competition,2020,500,Gasoline,7-Speed A/T,Black,Black,0,1,70000,405.0,3.0,6.0
Subaru,Impreza WRX Premium,2014,55000,Gasoline,5-Speed M/T,White,Black,0,1,30000,265.0,2.5,4.0
GMC,Sierra 2500 Base,2021,8210,Gasoline,A/T,White,Black,0,1,55000,401.0,6.6,8.0
Lincoln,Nautilus Reserve,2021,18160,Gasoline,8-Speed Automatic,Silver Radiance,Slate,0,0,46850,304.0,2.7,6.0
Jaguar,XF XFR-S,2013,4279,Gasoline,8-Speed A/T,White,Black,0,0,70000,550.0,5.0,8.0
Mercedes-Benz,Sprinter Normal Roof,2013,39748,Diesel,A/T,Silver,Black,1,1,54995,188.0,3.0,6.0
Toyota,Land Cruiser Base,1998,160000,Gasoline,4-Speed A/T,White,Beige,1,1,12490,230.0,4.7,8.0
Toyota,Tacoma PreRunner,2013,65000,Gasoline,A/T,Silver,Gray,0,1,20500,159.0,2.7,4.0
BMW,Z4 sDrive28i,2016,59000,Gasoline,8-Speed A/T,Black,Beige,0,1,25000,240.0,2.0,4.0
BMW,530e Base,2022,22700,Plug-In Hybrid,A/T,White,Black,0,1,47000,288.0,2.0,4.0
Mercedes-Benz,GLA 250 Base 4MATIC,2018,56578,E85 Flex Fuel,7-Speed A/T,White,Black,0,1,20900,208.0,2.0,4.0
Hyundai,Genesis 4.6,2010,153332,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,1,1,10000,378.0,4.6,8.0
Cadillac,ATS 3.6L Luxury,2013,89700,Gasoline,6-Speed A/T,Black,Red,0,1,17999,321.0,3.6,6.0
Lincoln,Town Car Signature,2002,118600,Gasoline,A/T,Black,Gray,1,1,5230,220.0,4.6,8.0
GMC,Sierra 1500 SLT,2021,23400,Gasoline,A/T,Black,Black,0,1,52000,420.0,6.2,8.0
Mercedes-Benz,Sprinter High Roof,2015,110000,Diesel,A/T,White,Gray,0,1,29000,188.0,3.0,6.0
Jaguar,XJ Vanden Plas,2008,87888,Gasoline,6-Speed A/T,Black,Black,0,1,11990,300.0,4.2,8.0
Lexus,RC 350 Base,2015,73800,Gasoline,6-Speed Automatic,Black,Black,0,0,26999,301.0,3.5,6.0
Audi,S3 2.0T Premium Plus,2015,78124,Gasoline,6-Speed A/T,Blue,Black,0,1,21500,292.0,2.0,4.0
Subaru,WRX Limited,2015,91000,Gasoline,6-Speed M/T,Red,Black,1,1,19000,268.0,2.0,4.0
Dodge,Ram 2500 SLT Quad Cab,2003,114000,Gasoline,5-Speed A/T,White,Beige,1,1,10700,345.0,5.7,8.0
Subaru,WRX Limited,2015,76000,Gasoline,6-Speed M/T,Blue,Black,0,1,21000,268.0,2.0,4.0
Audi,RS 4 4.2 quattro L,2008,146500,Gasoline,6-Speed M/T,Red,Black,1,1,30000,420.0,4.2,8.0
Porsche,911 Carrera,2007,26021,Gasoline,6-Speed M/T,Silver,Gray,0,1,53999,325.0,3.6,6.0
Audi,A4 2.0T Premium Plus,2015,73000,E85 Flex Fuel,A/T,Black,Black,1,1,17200,220.0,2.0,4.0
Audi,A4 3.2 Premium Plus quattro,2009,153000,Gasoline,6-Speed A/T,Gray,Beige,0,1,8700,265.0,3.2,6.0
Ford,Excursion Limited,2003,67550,Diesel,5-Speed A/T,Gold,Beige,0,1,30000,325.0,6.0,8.0
Ford,Excursion Limited,2004,170000,Gasoline,A/T,Gold,Gold,0,1,8500,310.0,6.8,10.0
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2017,53000,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,0,1,47500,510.0,5.0,8.0
Audi,Q8 3.0T Prestige,2019,54900,Hybrid,A/T,Gold,Black,1,1,48500,335.0,3.0,6.0
BMW,X5 xDrive35i,2016,89000,Gasoline,8-Speed A/T,Black,Black,0,1,24000,300.0,3.0,6.0
Ford,Bronco Base,2022,6200,Gasoline,7-Speed M/T,Black,Black,0,1,49000,275.0,2.3,4.0
Ford,F-150 XLT,2021,51808,Gasoline,10-Speed Automatic,Silver,Black,0,1,42388,325.0,5.0,8.0
Hyundai,Genesis Coupe 3.8 Track,2013,89000,Gasoline,6-Speed M/T,White,Black,1,1,12500,344.0,3.8,6.0
Toyota,Camry LE,1999,86111,Gasoline,A/T,Gold,Beige,1,1,3500,133.0,2.2,4.0
Mercedes-Benz,E-Class E 400 4MATIC,2018,45203,Gasoline,9-Speed Automatic,White,Saddle Brown,0,1,39853,362.0,3.0,6.0
Audi,S5 3.0T Prestige,2022,14739,Gasoline,1-Speed Automatic,Daytona Gray Pearl Effect,Black,0,0,61900,333.0,3.0,6.0
Buick,Enclave Premium,2017,139105,Gasoline,6-Speed Automatic,Iridium Metallic,Light Titanium,1,1,17550,275.0,3.6,6.0
Lamborghini,Gallardo LP560-4,2010,45014,Gasoline,6-Speed A/T,Gray,Black,0,1,109499,560.0,5.2,10.0
Ford,Mustang GT Premium,2011,101000,Gasoline,6-Speed M/T,Red,Black,0,1,18500,412.0,5.0,8.0
GMC,Yukon XL SLT,2016,93000,Gasoline,A/T,Black,Black,1,1,30000,355.0,5.3,8.0
Ford,Mustang V6 Premium,2013,62500,Gasoline,6-Speed M/T,Black,Black,0,1,16000,305.0,3.7,6.0
Lexus,IS-F Base,2008,75000,Gasoline,8-Speed A/T,Blue,Black,1,1,29000,416.0,5.0,8.0
BMW,435 i,2015,34455,Gasoline,8-Speed A/T,Gray,Beige,0,1,28000,300.0,3.0,6.0
Land,Rover Range Rover Supercharged,2010,130000,Gasoline,A/T,White,Black,0,1,15500,510.0,5.0,8.0
Mercedes-Benz,CLA-Class CLA 250,2014,76170,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,1,1,16500,208.0,2.0,4.0
GMC,Yukon SLT,2010,194500,E85 Flex Fuel,6-Speed A/T,White,Beige,1,1,9500,320.0,5.3,8.0
BMW,535 i,2008,135000,Gasoline,A/T,Silver,Black,0,1,5699,300.0,3.0,6.0
Dodge,Charger GT,2021,33000,Gasoline,Transmission w/Dual Shift Mode,White,Gray,1,1,26999,300.0,3.6,6.0
Hyundai,Genesis 3.8,2010,98700,Gasoline,Transmission w/Dual Shift Mode,Beige,Beige,0,1,10340,290.0,3.8,6.0
Honda,Civic Type R Touring,2018,72900,Gasoline,6-Speed M/T,Black,Black,1,1,35500,306.0,2.0,4.0
Dodge,Durango R/T,2016,135000,Gasoline,A/T,Black,Black,0,1,20000,360.0,5.7,8.0
Chevrolet,Silverado 1500 Limited High Country,2022,2550,Gasoline,10-Speed A/T,Red,Black,0,1,60000,355.0,5.3,8.0
Jeep,Grand Cherokee Altitude,2020,35289,Gasoline,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,0,0,35470,285.0,3.6,6.0
RAM,1500 Laramie,2022,14636,Gasoline,8-Speed Automatic,Diamond Black,Black,0,0,46599,395.0,5.7,8.0
Chrysler,Crossfire Limited,2005,24847,Gasoline,5-Speed Automatic,White,Dark Gray,0,1,13046,285.0,3.2,6.0
Nissan,Rogue SL,2019,29558,Gasoline,Automatic CVT,Magnetic Black,Charcoal,0,1,25884,284.0,2.5,4.0
Audi,A6 55 Premium Plus,2023,6581,Gasoline,"Automatic, 7-Spd S tronic Dual-Clutch",Chronos Gray Metallic,Black,0,0,59900,333.0,3.0,6.0
Mercedes-Benz,AMG GT 53 Base,2020,22000,Hybrid,9-Speed A/T,Gray,Black,0,1,83999,429.0,3.0,6.0
Acura,ILX Technology Plus Package,2017,68200,Gasoline,Transmission w/Dual Shift Mode,Black,Unknown,1,1,15750,201.0,2.4,4.0
Land,Rover Range Rover P530 SE SWB,2023,2800,Gasoline,8-Speed A/T,White,Red,0,1,175000,523.0,4.4,8.0
Ford,Expedition Platinum,2019,51300,Gasoline,10-Speed Automatic,White,Platinum,0,1,48295,325.0,3.5,6.0
BMW,M3 Base,2008,133500,Gasoline,6-Speed M/T,Gray,Black,0,1,18500,414.0,4.0,8.0
INFINITI,M37 x,2012,49000,Gasoline,7-Speed A/T,Gray,Black,0,1,19900,330.0,3.7,6.0
BMW,650 i,2008,125470,Gasoline,A/T,Black,Beige,0,1,8000,360.0,4.8,8.0
Mazda,RX-8 Grand Touring,2008,81219,Gasoline,6-Speed M/T,Red,Black,0,1,8500,232.0,1.3,0.0
Porsche,Boxster Base,1999,72000,Gasoline,5-Speed M/T,Blue,Gray,0,1,12250,201.0,2.5,6.0
Acura,ILX Premium & A-SPEC Packages,2019,19500,Gasoline,8-Speed A/T,Gray,Black,0,1,25000,201.0,2.4,4.0
Porsche,911 Carrera S,2017,20561,Gasoline,7-Speed M/T,Red,Black,0,1,105000,420.0,3.0,6.0
Lexus,LX 570 Base,2016,33655,Gasoline,8-Speed A/T,White,Brown,0,1,62900,383.0,5.7,8.0
Toyota,Highlander Limited Platinum,2015,135140,Gasoline,A/T,White,Beige,0,1,23500,270.0,3.5,6.0
Maserati,Ghibli Base,2015,73000,Gasoline,8-Speed A/T,Black,Brown,0,1,17999,345.0,3.0,6.0
Land,Rover Range Rover 3.0L Supercharged HSE,2017,55000,Gasoline,A/T,White,Beige,1,1,58000,380.0,3.0,6.0
Chevrolet,Cruze LTZ,2013,87000,Gasoline,A/T,Blue,Black,1,1,10000,138.0,1.4,4.0
BMW,325 xi,2006,137825,Gasoline,6-Speed A/T,Silver,Black,0,1,4000,215.0,3.0,6.0
Acura,MDX Technology,2008,184421,Gasoline,A/T,Gray,Black,0,1,5000,300.0,3.7,6.0
Lincoln,MKC Base,2015,95000,Gasoline,6-Speed A/T,White,Black,1,1,14900,240.0,2.0,4.0
Kia,Sportage Nightfall,2022,26468,Gasoline,6-Speed Automatic,Pacific Blue,Black,1,1,27875,199.0,2.4,4.0
Bentley,Arnage R,2003,55050,Gasoline,4-Speed A/T,Gray,Gray,0,1,34995,400.0,6.75,8.0
Kia,Sorento LX,2021,54200,Gasoline,A/T,White,Black,0,1,23800,191.0,2.5,4.0
Lexus,SC 430 Base,2002,109762,Gasoline,5-Speed A/T,Blue,Brown,0,1,15000,300.0,4.3,8.0
Land,Rover Range Rover Evoque Base,2012,92080,Gasoline,6-Speed A/T,Gray,Black,0,1,14500,240.0,2.0,4.0
Acura,TLX Type S w/Performance Tire,2023,1798,Gasoline,10-Speed A/T,Black,Black,0,1,53000,355.0,3.0,6.0
GMC,Sierra 1500 SLE Crew Cab,2006,167500,Gasoline,A/T,Silver,Black,0,1,14500,295.0,5.3,8.0
GMC,Sierra 1500 Denali Ultimate,2023,2500,Gasoline,10-Speed A/T,White,Brown,0,1,84000,420.0,6.2,8.0
Mercedes-Benz,E-Class E 400,2016,77000,Gasoline,7-Speed A/T,White,Beige,1,1,24000,329.0,3.0,6.0
MINI,Hardtop Cooper,2019,19850,Gasoline,6-Speed A/T,Black,Black,0,1,24000,134.0,1.5,3.0
Ford,Bronco Outer Banks Advanced,2023,3400,Gasoline,10-Speed A/T,Gray,Gray,0,1,57000,275.0,2.3,4.0
Ford,Bronco,2021,3596,Gasoline,10-Speed Automatic,Blue,Black Onyx,0,0,56900,325.0,2.7,6.0
Ford,F-350 Lariat Super Duty Crew Cab,2009,130200,Diesel,5-Speed A/T,White,Beige,0,1,28900,350.0,6.4,8.0
Land,Rover Discovery Sport SE,2017,48200,Gasoline,9-Speed A/T,White,Gray,0,1,24998,240.0,2.0,4.0
GMC,Yukon XL SLT,2016,183544,Gasoline,6-Speed A/T,Black,Black,1,1,22000,355.0,5.3,8.0
Ford,Focus RS Base,2016,14900,Gasoline,6-Speed M/T,Blue,Black,0,1,39000,350.0,2.3,4.0
Ford,Bronco Badlands Advanced,2022,4200,Gasoline,10-Speed A/T,Blue,Black,0,1,65994,315.0,2.7,6.0
Hyundai,Genesis 5,2012,15698,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,19000,429.0,5.0,8.0
Jeep,Wrangler Unlimited Rubicon,2022,1750,Gasoline,8-Speed A/T,Gray,Brown,0,1,65500,285.0,3.6,6.0
BMW,X4 xDrive30i,2022,34800,Gasoline,A/T,Blue,Brown,0,1,46000,248.0,2.0,4.0
Jaguar,F-PACE S,2020,35580,Gasoline,Automatic,Eiger Grey Metallic,Ebony/Light Oyster Stitch,0,0,46998,340.0,3.0,8.0
Acura,RSX Type S,2006,71400,Gasoline,6-Speed M/T,Black,Gray,0,0,14990,201.0,2.0,4.0
Mazda,MX-5 Miata Base,2003,9260,Gasoline,5-Speed M/T,White,Beige,0,1,22000,142.0,1.8,4.0
GMC,Yukon XL SLT,2023,28500,Gasoline,A/T,Black,Black,0,1,67800,355.0,5.3,8.0
Mercedes-Benz,E-Class E 350 4MATIC,2008,91900,Gasoline,5-Speed A/T,Black,Black,0,1,8900,268.0,3.5,6.0
INFINITI,G35 Base,2004,130000,Gasoline,5-Speed A/T,Beige,Beige,0,1,7500,260.0,3.5,6.0
Cadillac,XTS Premium,2013,56860,Gasoline,6-Speed Automatic,White Diamond Tri-Coat,Shale,1,1,21995,400.0,3.6,6.0
MINI,Hardtop Cooper S,2017,44300,Gasoline,6-Speed M/T,Silver,Black,0,1,20784,189.0,2.0,4.0
BMW,X5 xDrive35i,2014,120000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,0,20000,300.0,3.0,6.0
Mercedes-Benz,SL-Class SL 550,2013,72500,Gasoline,7-Speed A/T,Black,Beige,0,1,31450,429.0,4.6,8.0
RAM,1500 Tradesman/Express,2017,72000,Gasoline,8-Speed A/T,Blue,Beige,1,1,24200,395.0,5.7,8.0
BMW,135 i,2011,132000,Gasoline,7-Speed A/T,Black,Beige,0,1,11000,300.0,3.0,6.0
Rolls-Royce,Phantom,2018,7585,Gasoline,8-Speed Automatic,Unknown,Unknown,0,1,599000,563.0,6.8,12.0
Hyundai,IONIQ 5 SE,2022,18500,Electric,A/T,White,Black,0,1,42000,320.0,0.0,0.0
Lexus,LS 430 Base,2002,42000,Gasoline,A/T,Silver,Gray,1,1,15999,290.0,4.3,8.0
Jaguar,F-PACE S,2023,4624,Gasoline,Automatic,Santorin Black,Black,0,0,56998,340.0,2.0,8.0
BMW,M5 Base,2006,106000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,19500,500.0,5.0,10.0
Hyundai,Santa Fe SE,2022,13610,Gasoline,8-Speed Automatic,Stormy Sea,Black,0,0,27450,240.0,2.5,4.0
Lamborghini,Urus Base,2019,16876,Gasoline,8-Speed Automatic,Gray,Brown,0,0,209900,571.0,4.0,8.0
Ford,Expedition Timberline,2023,8911,Gasoline,10-Speed Automatic,Dark Matter Metallic,Black Onyx,1,1,77430,325.0,3.5,6.0
Chevrolet,Silverado 1500 LT Trail Boss,2021,48641,Gasoline,10-Speed Automatic,Silver Ice Metallic,Jet Black,0,0,43666,355.0,5.3,8.0
GMC,Sierra 1500 SLT,2021,11250,Gasoline,A/T,White,Black,0,1,70250,420.0,6.2,8.0
Ford,Mustang Premium,2007,126000,Gasoline,A/T,Red,Black,0,1,9000,210.0,4.0,6.0
BMW,M5 Base,2008,77750,Gasoline,7-Speed A/T,Silver,Silver,0,1,21000,500.0,5.0,10.0
Toyota,Tacoma SR,2020,27363,Gasoline,6-Speed A/T,Gray,Gray,0,1,35000,278.0,3.5,6.0
Porsche,Cayenne Base,2019,30951,Gasoline,8-Speed Automatic,White,Black,0,1,80140,365.0,3.0,6.0
Ford,F-150 Lightning XLT,2023,208,Electric,A/T,Gray,Gold,0,1,89000,563.0,0.0,0.0
Dodge,Durango GT,2021,20386,Gasoline,8-Speed Automatic,Billet Clearcoat Metallic,Black,0,0,32999,345.0,3.6,6.0
BMW,330e iPerformance,2018,45253,Plug-In Hybrid,Transmission w/Dual Shift Mode,Black,Black,0,1,24995,247.0,2.0,4.0
GMC,Terrain Denali,2016,144000,Gasoline,6-Speed A/T,White,Black,0,1,18400,301.0,3.6,6.0
Ford,Excursion Limited,2004,76163,Diesel,5-Speed A/T,Gold,Gold,0,1,20500,325.0,6.0,8.0
Hyundai,Genesis 3.8,2015,61300,Gasoline,8-Speed A/T,Silver,Gray,0,0,20150,311.0,3.8,6.0
Mitsubishi,Mirage ES,2017,35698,Gasoline,A/T,Blue,Black,0,1,8750,78.0,1.2,3.0
Mercedes-Benz,E-Class E 350 4MATIC,2010,27000,Gasoline,7-Speed A/T,Black,Black,0,1,22500,268.0,3.5,6.0
Mazda,Mazda3 i Sport,2015,162000,Gasoline,Transmission w/Dual Shift Mode,Red,Black,0,1,11500,155.0,2.0,4.0
BMW,M3 Base,2008,77800,Gasoline,M/T,Red,Black,0,1,28500,414.0,4.0,8.0
Mercedes-Benz,E-Class E 350,2014,55000,Gasoline,A/T,Black,Black,0,1,19250,302.0,3.5,6.0
Ford,Bronco Outer Banks Advanced,2022,12000,Gasoline,10-Speed A/T,Gray,Brown,1,1,65999,315.0,2.7,6.0
Tesla,Model X 75D,2017,70579,Electric,A/T,Black,White,0,1,42250,518.0,0.0,0.0
Jeep,Wrangler Unlimited Sport,2010,107000,Gasoline,A/T,White,Gray,1,1,17500,205.0,3.8,6.0
Honda,Pilot Elite,2021,42653,Gasoline,9-Speed Automatic,Gray,Black,0,0,38998,205.0,3.5,6.0
Acura,TL 3.2,2008,193783,Gasoline,A/T,Black,Black,1,1,10000,258.0,3.2,6.0
Lexus,IS 350 Base,2014,123000,Gasoline,6-Speed A/T,Red,Black,1,1,18000,306.0,3.5,6.0
Chevrolet,Equinox LT,2011,130000,Gasoline,6-Speed A/T,Brown,Black,1,1,7000,264.0,3.0,6.0
Mitsubishi,Lancer DE,2009,143346,Gasoline,5-Speed M/T,Black,Black,1,1,3000,152.0,2.0,4.0
Land,Rover LR2 Base,2015,112465,Gasoline,6-Speed A/T,White,Beige,0,1,11995,240.0,2.0,4.0
Nissan,Leaf SV PLUS,2023,5121,Electric,1-Speed Automatic,Brilliant Silver Metallic,Black,0,1,28196,284.0,0.0,0.0
Audi,A5 2.0T Premium,2012,137273,Gasoline,A/T,White,Beige,0,1,11000,211.0,2.0,4.0
Rivian,R1S Launch Edition,2023,299,Electric,1-Speed A/T,Blue,Gray,0,1,92500,835.0,0.0,0.0
Lexus,RX 450h Base,2018,70780,Hybrid,CVT Transmission,Silver,Gray,0,1,35700,308.0,3.5,6.0
Chevrolet,Tahoe LT,2018,55000,Gasoline,6-Speed A/T,Black,Black,0,1,37900,355.0,5.3,8.0
Mercedes-Benz,G-Class G 550 4MATIC,2017,23151,Gasoline,7-Speed A/T,Gray,Black,0,1,84500,416.0,4.0,8.0
Cadillac,XTS Luxury,2013,152000,Gasoline,A/T,Black,Gray,1,1,8500,304.0,3.6,6.0
INFINITI,Q50 3.0t Red Sport 400,2020,23344,Gasoline,7-Speed Automatic,Liquid Platinum,White,0,0,36999,328.0,3.0,6.0
Subaru,Outback 3.6R Limited,2016,87092,Gasoline,A/T,Blue,Black,1,1,19500,256.0,3.6,6.0
Toyota,Avalon XLS,2004,90625,Gasoline,A/T,Gray,Gray,0,1,5500,210.0,3.0,6.0
Chevrolet,Traverse RS,2021,44373,Gasoline,9-Speed A/T,Silver,Black,0,1,36000,310.0,3.6,6.0
BMW,330 i,2021,26000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,37000,255.0,2.0,4.0
Karma,Revero Base,2018,20760,Electric,A/T,White,Black,0,1,55500,403.0,0.0,0.0
Lexus,GX 460 Base,2021,39102,Gasoline,Automatic,Silver,Rioja Red,0,0,51798,301.0,4.6,6.0
Alfa,Romeo Stelvio Ti Sport,2019,39615,Gasoline,"Automatic, 8-Spd",Vulcano Black Metallic,Red/Black,0,0,28900,280.0,2.0,4.0
GMC,Sierra 2500 Base,2019,58000,E85 Flex Fuel,A/T,Silver,Beige,0,1,36500,360.0,6.0,8.0
Lexus,IS 250 Base,2013,148000,Gasoline,6-Speed A/T,Gray,Black,1,1,10000,204.0,2.5,6.0
Porsche,Panamera 2,2011,104000,Gasoline,7-Speed A/T,White,Black,0,1,20900,300.0,3.6,6.0
BMW,535 i xDrive,2013,46150,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,1,1,17000,306.0,3.0,6.0
Chevrolet,Silverado 2500 High Country,2022,18860,Diesel,10-Speed A/T,Blue,Gray,0,1,74500,445.0,6.6,8.0
Mercedes-Benz,AMG C 63 Base,2017,28399,Gasoline,7-Speed A/T,Gray,Black,0,1,55600,469.0,4.0,8.0
Jeep,Wrangler Sahara,1998,136500,Gasoline,5-Speed M/T,Black,Black,0,1,6999,181.0,4.0,6.0
Porsche,Boxster S,2005,95170,Gasoline,6-Speed M/T,Blue,Gray,0,1,24900,280.0,3.2,6.0
BMW,M3 Base,2006,95450,Gasoline,6-Speed M/T,Gray,Gray,1,1,42000,333.0,3.2,6.0
Chevrolet,Camaro LT1,2022,7652,Gasoline,Automatic,Blue,Jet Black,0,0,39998,355.0,6.2,8.0
BMW,535 i xDrive,2011,169000,Gasoline,Transmission w/Dual Shift Mode,Black,White,1,1,10999,300.0,3.0,6.0
RAM,1500 Laramie,2022,16744,Gasoline,8-Speed Automatic,Delmonico Red Pearlcoat,Black,0,0,46999,395.0,5.7,8.0
Mercedes-Benz,Metris Base,2020,1025,Gasoline,7-Speed Automatic,Black,Beige,0,1,299000,362.0,2.0,4.0
Chevrolet,Express 1500 Cargo,2004,152000,Gasoline,A/T,White,Gray,1,1,7999,195.0,4.3,6.0
BMW,X7 xDrive40i,2020,46000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,54999,335.0,3.0,6.0
BMW,X7 xDrive40i,2022,8000,Hybrid,A/T,Blue,Brown,0,1,85000,335.0,3.0,6.0
Ferrari,F12berlinetta Base,2016,14770,Gasoline,7-Speed Automatic with Auto-Shift,Gray,Unknown,0,0,254900,611.0,6.3,12.0
